DEPARTAMENTO,HORA,MODALIDAD,FALLECIDOS,HERIDOS
LORETO,17:30,CHOQUE,0,1
LORETO,17:10,DESPISTE,0,1
TACNA,16:00,DESPISTE,0,6
LIMA,17:30,CHOQUE,0,1
LIMA,12:00,DESPISTE,0,2
LIMA,01:30,ATROPELLO,0,1
LIMA,22:30,ATROPELLO,1,N.I.
LIMA,23:00,CHOQUE,0,3
CAJAMARCA,02:00,DESPISTE,0,0
CUSCO,16:30,CHOQUE,0,0
CUSCO,14:00,CHOQUE,0,0
CAJAMARCA,17:50,DESPISTE,0,1
AREQUIPA,18:20,CHOQUE,0,1
LIMA,10:30,DESPISTE,0,1
LIMA,09:40,CHOQUE,1,0
AREQUIPA,22:15,CHOQUE,0,4
MOQUEGUA,15:35,DESPISTE,0,2
CAJAMARCA,16:30,CHOQUE,0,2
AYACUCHO,08:10,DESPISTE,0,0
LIMA,07:30,CHOQUE,0,2
ICA,16:20,ESPECIAL,0,0
AMAZONAS,02:10,DESPISTE,0,8
AMAZONAS,00:30,DESPISTE,0,1
MADRE DE DIOS,14:15,CHOQUE,0,1
HUANUCO,03:10,CHOQUE,0,1
ANCASH,14:55,DESPISTE,1,1
LAMBAYEQUE,23:08,CHOQUE,0,0
CUSCO,04:40,VOLCADURA,0,1
CAJAMARCA,15:45,DESPISTE,0,0
AREQUIPA,15:15,CHOQUE,0,0
LIMA,20:10,CHOQUE,1,16
LIMA,13:10,ATROPELLO,0,1
LIMA,17:30,DESPISTE,0,1
LIMA,08:15,DESPISTE,0,3
LIMA,10:30,CHOQUE,0,3
HUANCAVELICA,07:00,DESPISTE,1,3
HUANCAVELICA,07:00,DESPISTE,1,3
AREQUIPA,21:30,DESPISTE,0,3
PUNO,00:30,DESPISTE,1,2
SAN MARTIN,10:10,DESPISTE,0,3
CAJAMARCA,13:00,DESPISTE,1,2
AREQUIPA,19:30,CHOQUE,0,2
APURIMAC,16:20,DESPISTE,0,2
APURIMAC,19:30,CHOQUE,0,0
LIMA,05:20,CHOQUE,0,0
AREQUIPA,16:30,DESPISTE,0,0
LIMA,00:10,CHOQUE,0,1
AREQUIPA,16:50,CHOQUE,0,2
LIMA,11:20,CHOQUE,0,3
ICA,23:40,CHOQUE,0,4
ANCASH,13:15,DESPISTE,0,0
SAN MARTIN,19:25,CHOQUE,0,2
LAMBAYEQUE,10:30,CHOQUE,0,1
PUNO,20:00,CHOQUE,0,1
CAJAMARCA,07:45,DESPISTE,0,2
TACNA,04:30,DESPISTE,0,0
AREQUIPA,00:20,DESPISTE,0,N.I.
JUNIN,13:40,DESPISTE,0,3
ICA,12:35,DESPISTE,0,1
PUNO,05:00,DESPISTE,0,0
ICA,06:20,DESPISTE,0,2
PUNO,10:40,DESPISTE,0,0
AREQUIPA,07:45,DESPISTE,0,0
CUSCO,18:30,CHOQUE,0,0
CUSCO,22:20,DESPISTE,0,1
CUSCO,02:40,VOLCADURA,0,3
CUSCO,23:30,ATROPELLO,1,0
JUNIN,17:30,DESPISTE,0,1
UCAYALI,09:20,CHOQUE,0,0
CAJAMARCA,15:30,CHOQUE,0,10
PIURA,00:30,DESPISTE,0,0
ANCASH,17:30,CHOQUE,0,2
LIMA,21:00,CHOQUE,0,0
LIMA,21:35,ATROPELLO,1,0
JUNIN,17:50,CHOQUE,3,3
MOQUEGUA,04:45,DESPISTE,0,1
APURIMAC,17:30,CHOQUE,0,1
ICA,12:30,CHOQUE,0,1
ANCASH,07:00,DESPISTE,0,1
ICA,10:30,DESPISTE,1,3
LAMBAYEQUE,19:40,CHOQUE,0,1
PIURA,17:30,CHOQUE,0,1
ICA,19:30,DESPISTE,0,N.I.
LIMA,02:25,DESPISTE,0,0
CAJAMARCA,08:20,DESPISTE,0,0
ANCASH,15:00,CHOQUE,0,9
LIMA,15:30,CHOQUE,0,4
ANCASH,06:45,DESPISTE,0,1
LIMA,18:00,ATROPELLO,1,0
LIMA,23:02,DESPISTE,0,0
AMAZONAS,19:00,ATROPELLO,0,1
LIMA,15:20,CHOQUE,0,3
ANCASH,19:10,DESPISTE,0,0
LIMA,13:40,CHOQUE,0,0
JUNIN,03:50,CHOQUE,0,0
HUANCAVELICA,12:30,DESPISTE,0,1
JUNIN,N.I.,ATROPELLO,0,1
ICA,05:20,CHOQUE,0,0
ANCASH,17:00,CHOQUE,0,2
APURIMAC,14:50,ATROPELLO,0,1
AREQUIPA,09:30,CHOQUE,0,0
AREQUIPA,12:30,CHOQUE,0,1
PIURA,20:00,CHOQUE,0,1
CUSCO,04:30,CHOQUE,0,6
MOQUEGUA,09:00,CHOQUE,0,0
MOQUEGUA,17:40,DESPISTE,0,0
LIMA,18:00,ATROPELLO,0,1
LIMA,18:00,DESPISTE,1,1
LIMA,10:20,CHOQUE,0,0
CAJAMARCA,19:10,DESPISTE,0,1
LIMA,16:30,CHOQUE,0,N.I.
PIURA,05:30,DESPISTE,6,42
ANCASH,23:50,DESPISTE,0,4
ICA,02:50,DESPISTE,0,15
CUSCO,13:00,DESPISTE,0,1
ANCASH,22:40,DESPISTE,0,1
AYACUCHO,07:40,DESPISTE,0,1
AYACUCHO,10:00,CHOQUE,0,2
LA LIBERTAD,07:00,CHOQUE,1,9
LA LIBERTAD,00:50,ESPECIAL,0,1
LIMA,15:15,CHOQUE,1,0
LORETO,05:00,DESPISTE,0,2
AREQUIPA,12:30,DESPISTE,0,0
LAMBAYEQUE,14:02,DESPISTE,2,3
LIMA,12:50,CHOQUE,0,1
AREQUIPA,18:00,DESPISTE,0,1
HUANCAVELICA,14:00,DESPISTE,0,1
LIMA,06:23,DESPISTE,0,0
HUANCAVELICA,17:00,CHOQUE,0,2
LIMA,18:30,DESPISTE,0,8
LIMA,08:40,CHOQUE,0,2
LIMA,20:15,ATROPELLO,0,1
HUANUCO,08:00,DESPISTE,0,2
HUANCAVELICA,04:20,CHOQUE,0,0
ICA,17:50,CHOQUE,0,1
MADRE DE DIOS,04:00,DESPISTE,0,0
ICA,23:30,DESPISTE,0,1
ICA,07:30,CHOQUE,0,1
ANCASH,05:45,ATROPELLO,1,0
ANCASH,14:24,CHOQUE,0,1
LA LIBERTAD,11:00,DESPISTE,0,4
SAN MARTIN,22:30,ATROPELLO,1,0
LAMBAYEQUE,19:00,CHOQUE,0,6
PUNO,15:25,CHOQUE,0,1
PUNO,17:00,DESPISTE,0,2
AMAZONAS,23:30,CHOQUE,0,9
TACNA,21:45,ATROPELLO,1,0
LIMA,18:20,CHOQUE,0,0
AREQUIPA,00:20,CHOQUE,0,0
LIMA,06:30,DESPISTE,0,0
JUNIN,08:55,DESPISTE,0,0
PUNO,15:40,CHOQUE,0,0
JUNIN,05:40,DESPISTE,0,5
ANCASH,15:30,CHOQUE,0,2
MOQUEGUA,07:05,CHOQUE,0,6
JUNIN,06:30,DESPISTE,0,0
PUNO,20:40,DESPISTE,0,4
ANCASH,16:45,DESPISTE,0,0
AREQUIPA,09:00,DESPISTE,0,1
AREQUIPA,19:00,CHOQUE,1,4
PUNO,16:30,CHOQUE,0,4
ANCASH,12:40,CHOQUE,0,0
LIMA,11:00,DESPISTE,0,1
CUSCO,10:40,DESPISTE,0,4
LIMA,11:30,CHOQUE,0,0
AREQUIPA,06:00,DESPISTE,0,1
AREQUIPA,10:30,CHOQUE,0,3
AYACUCHO,18:40,CHOQUE,0,0
TACNA,11:50,DESPISTE,0,1
LAMBAYEQUE,03:30,DESPISTE,0,4
ANCASH,19:10,DESPISTE,0,0
LIMA,10:00,CHOQUE,0,2
HUANCAVELICA,06:15,DESPISTE,0,3
AMAZONAS,21:40,CHOQUE,0,4
JUNIN,14:30,CHOQUE,0,11
MADRE DE DIOS,20:30,DESPISTE,1,1
ANCASH,18:10,DESPISTE,0,1
ANCASH,22:10,CHOQUE,0,2
AREQUIPA,03:40,CHOQUE,0,2
AREQUIPA,22:10,CHOQUE,0,1
AREQUIPA,12:30,DESPISTE,0,0
AREQUIPA,12:30,DESPISTE,0,3
AREQUIPA,16:05,DESPISTE,0,0
CAJAMARCA,18:58,CHOQUE,0,5
CUSCO,21:15,DESPISTE,0,0
LIMA,20:35,CHOQUE,0,1
CAJAMARCA,00:10,DESPISTE,0,2
LIMA,15:00,CHOQUE,0,0
LIMA,05:10,ATROPELLO,1,0
ANCASH,17:30,DESPISTE,0,4
SAN MARTIN,07:00,DESPISTE,0,0
AREQUIPA,06:30,DESPISTE,0,0
AREQUIPA,13:15,DESPISTE,0,0
CUSCO,22:10,CHOQUE,0,3
AREQUIPA,05:05,CHOQUE,0,0
LIMA,13:15,DESPISTE,0,0
LAMBAYEQUE,12:45,DESPISTE,0,1
JUNIN,05:55,CHOQUE,0,0
AREQUIPA,15:00,CHOQUE,0,0
JUNIN,18:30,CHOQUE,0,1
ICA,14:00,DESPISTE,2,1
CAJAMARCA,07:30,CHOQUE,0,4
AREQUIPA,20:50,CHOQUE,0,1
CAJAMARCA,14:30,CHOQUE,0,7
CAJAMARCA,07:15,DESPISTE,0,2
ANCASH,06:45,DESPISTE,1,2
SAN MARTIN,21:30,DESPISTE,0,2
AREQUIPA,21:00,DESPISTE,0,0
PIURA,06:30,DESPISTE,0,0
PUNO,21:20,DESPISTE,0,1
LIMA,06:20,DESPISTE,0,0
CAJAMARCA,20:30,CHOQUE,0,3
ANCASH,23:45,DESPISTE,0,1
JUNIN,N.I.,CHOQUE,0,8
CAJAMARCA,08:25,CHOQUE,0,9
LAMBAYEQUE,23:50,CHOQUE,1,3
CAJAMARCA,13:30,DESPISTE,0,4
JUNIN,N.I.,ATROPELLO,1,1
JUNIN,16:30,CHOQUE,0,0
CUSCO,08:00,DESPISTE,0,2
JUNIN,15:55,CHOQUE,0,1
AREQUIPA,04:40,CHOQUE,0,2
LIMA,11:20,CHOQUE,0,0
LIMA,19:40,ESPECIAL,0,0
PUNO,17:00,DESPISTE,0,0
JUNIN,13:30,CHOQUE,2,9
JUNIN,06:35,DESPISTE,0,0
ANCASH,11:50,DESPISTE,0,3
ICA,20:15,DESPISTE,0,1
AMAZONAS,16:10,DESPISTE,1,4
SAN MARTIN,09:50,CHOQUE,0,6
ANCASH,07:20,DESPISTE,0,0
SAN MARTIN,04:40,DESPISTE,0,1
PUNO,23:00,DESPISTE,0,2
ICA,07:45,DESPISTE,0,8
CUSCO,23:00,DESPISTE,0,1
SAN MARTIN,23:00,ATROPELLO,1,0
CAJAMARCA,20:50,CHOQUE,0,0
LIMA,20:00,DESPISTE,0,2
JUNIN,13:45,DESPISTE,0,0
CUSCO,17:42,DESPISTE,0,1
AREQUIPA,19:30,DESPISTE,0,0
MOQUEGUA,04:00,CHOQUE,0,2
JUNIN,09:35,CHOQUE,0,3
LIMA,07:25,DESPISTE,0,3
AREQUIPA,06:00,DESPISTE,0,0
LIMA,18:05,DESPISTE,0,2
JUNIN,19:50,DESPISTE,0,3
AREQUIPA,14:40,CHOQUE,0,1
ICA,11:45,DESPISTE,2,0
SAN MARTIN,21:48,CHOQUE,0,1
ICA,22:30,CHOQUE,0,2
LIMA,00:30,DESPISTE,0,2
LA LIBERTAD,07:22,CHOQUE,0,0
SAN MARTIN,11:09,DESPISTE,0,1
ANCASH,14:30,CHOQUE,0,1
AREQUIPA,13:30,CHOQUE,0,1
PUNO,12:40,DESPISTE,0,1
PUNO,19:00,CHOQUE,0,2
PUNO,18:50,CHOQUE,2,20
APURIMAC,15:30,ATROPELLO,1,0
AMAZONAS,16:40,CHOQUE,0,2
AREQUIPA,14:00,CHOQUE,9,71
CAJAMARCA,18:40,ATROPELLO,0,0
TACNA,21:10,DESPISTE,0,0
LIMA,19:30,DESPISTE,0,0
HUANUCO,00:00,DESPISTE,0,0
JUNIN,09:45,CHOQUE,0,3
JUNIN,06:00,CHOQUE,1,0
PUNO,12:50,DESPISTE,0,11
JUNIN,18:50,CHOQUE,0,0
CAJAMARCA,09:30,DESPISTE,0,4
PIURA,08:54,DESPISTE,0,0
PUNO,01:15,DESPISTE,0,0
HUANUCO,06:50,N.I.,0,3
JUNIN,06:45,DESPISTE,0,0
LIMA,11:26,DESPISTE,0,2
LIMA,06:45,DESPISTE,0,0
PIURA,11:00,DESPISTE,1,1
LIMA,N.I.,CHOQUE,0,2
HUANCAVELICA,14:30,DESPISTE,0,5
JUNIN,07:30,DESPISTE,0,0
JUNIN,18:00,DESPISTE,0,0
HUANCAVELICA,06:00,CHOQUE,0,2
ICA,19:55,DESPISTE,0,1
UCAYALI,04:00,DESPISTE,0,0
AREQUIPA,07:00,CHOQUE,2,2
MOQUEGUA,22:50,DESPISTE,0,2
MOQUEGUA,19:00,CHOQUE,0,0
PUNO,05:30,DESPISTE,0,0
PUNO,04:55,ATROPELLO,1,0
LA LIBERTAD,20:30,CHOQUE,0,12
AREQUIPA,16:40,DESPISTE,0,2
AREQUIPA,21:45,CHOQUE,0,0
PIURA,23:30,CHOQUE,0,6
MOQUEGUA,09:20,DESPISTE,0,2
HUANUCO,17:30,CHOQUE,0,5
MADRE DE DIOS,02:15,CHOQUE,0,0
LIMA,07:07,DESPISTE,0,0
JUNIN,03:20,DESPISTE,0,5
LIMA,N.I.,DESPISTE,0,0
LIMA,15:30,DESPISTE,0,3
ANCASH,22:30,DESPISTE,0,0
CUSCO,17:10,CHOQUE,0,3
LIMA,18:00,CHOQUE,0,0
AMAZONAS,23:15,DESPISTE,0,0
AYACUCHO,18:20,CHOQUE,0,1
SAN MARTIN,14:42,CHOQUE,0,0
LAMBAYEQUE,17:00,CHOQUE,0,3
LA LIBERTAD,04:50,CHOQUE,0,0
LA LIBERTAD,02:30,ATROPELLO,1,0
AREQUIPA,09:45,CHOQUE,0,11
LORETO,15:00,CHOQUE,0,3
ANCASH,21:40,CHOQUE,0,1
LA LIBERTAD,22:30,DESPISTE,0,0
CAJAMARCA,18:50,CHOQUE,0,2
LIMA,16:10,CHOQUE,0,3
JUNIN,13:35,DESPISTE,0,0
AREQUIPA,10:35,DESPISTE,0,2
JUNIN,07:30,CHOQUE,0,1
CAJAMARCA,18:35,DESPISTE,0,1
AYACUCHO,08:15,CHOQUE,0,1
ICA,01:15,CHOQUE,0,3
APURIMAC,20:30,CHOQUE,1,1
LAMBAYEQUE,18:45,CHOQUE,0,2
CUSCO,17:00,DESPISTE,0,2
LIMA,17:15,CHOQUE,0,1
LAMBAYEQUE,20:40,DESPISTE,3,15
CAJAMARCA,19:50,CHOQUE,0,6
PUNO,21:50,CHOQUE,0,0
LIMA,17:00,CHOQUE,0,0
AREQUIPA,14:00,DESPISTE,0,2
JUNIN,19:00,DESPISTE,0,0
JUNIN,10:30,CHOQUE,0,0
ICA,19:50,CHOQUE,0,0
HUANCAVELICA,17:00,DESPISTE,0,0
PUNO,10:35,DESPISTE,0,6
LIMA,00:10,CHOQUE,0,0
ANCASH,08:35,DESPISTE,0,1
APURIMAC,06:20,DESPISTE,0,1
ANCASH,23:02,CHOQUE,0,2
ANCASH,09:30,DESPISTE,1,3
LA LIBERTAD,01:50,CHOQUE,0,2
PUNO,20:50,CHOQUE,1,0
PUNO,15:05,CHOQUE,0,5
LIMA,20:40,ATROPELLO,0,1
LIMA,21:30,CHOQUE,0,0
LIMA,12:35,CHOQUE,0,0
AREQUIPA,20:15,DESPISTE,0,0
LIMA,12:25,DESPISTE,0,2
PIURA,16:00,CHOQUE,0,2
ANCASH,20:40,DESPISTE,0,2
LIMA,07:20,DESPISTE,0,2
LIMA,23:00,CHOQUE,0,1
JUNIN,05:00,ATROPELLO,1,0
AYACUCHO,19:00,CHOQUE,1,2
LIMA,23:20,ESPECIAL,0,0
JUNIN,15:30,CHOQUE,0,2
LIMA,15:40,DESPISTE,0,1
CAJAMARCA,10:30,CHOQUE,0,0
JUNIN,22:40,ATROPELLO,1,0
HUANUCO,21:50,CHOQUE,0,2
LIMA,23:30,DESPISTE,4,1
ANCASH,09:10,DESPISTE,0,0
AREQUIPA,08:00,DESPISTE,0,8
PUNO,00:55,DESPISTE,0,0
LIMA,19:30,ATROPELLO,0,1
LIMA,07:20,DESPISTE,0,0
CUSCO,17:00,VOLCADURA,0,0
LIMA,22:40,CHOQUE,0,0
JUNIN,11:15,CHOQUE,0,0
HUANCAVELICA,16:00,DESPISTE,5,4
CUSCO,16:35,CHOQUE,0,0
LIMA,18:00,CHOQUE,0,0
ANCASH,22:10,DESPISTE,0,0
ANCASH,16:00,CHOQUE,0,7
CAJAMARCA,13:20,DESPISTE,0,0
HUANUCO,07:00,DESPISTE,0,0
HUANUCO,06:50,DESPISTE,0,2
JUNIN,17:30,CHOQUE,0,1
ANCASH,06:10,DESPISTE,0,4
TUMBES,01:00,ESPECIAL,0,0
TUMBES,06:30,DESPISTE,1,0
HUANUCO,21:35,CHOQUE,0,1
MADRE DE DIOS,16:25,CHOQUE,0,0
MADRE DE DIOS,19:30,CHOQUE,1,N.I.
LAMBAYEQUE,05:00,DESPISTE,4,30
AREQUIPA,03:30,DESPISTE,0,4
PUNO,20:10,CHOQUE,0,2
JUNIN,03:30,DESPISTE,0,2
LORETO,19:30,CHOQUE,0,2
PUNO,05:05,DESPISTE,1,N.I.
PIURA,21:50,CHOQUE,0,1
SAN MARTIN,04:55,DESPISTE,0,0
LIMA,07:30,DESPISTE,0,0
LIMA,02:55,CHOQUE,0,0
AREQUIPA,09:05,DESPISTE,N.I.,N.I.
AREQUIPA,18:00,CHOQUE,0,0
JUNIN,23:30,DESPISTE,0,0
LIMA,01:25,CHOQUE,0,0
LIMA,02:22,DESPISTE,0,1
HUANCAVELICA,15:00,DESPISTE,0,4
CAJAMARCA,02:00,DESPISTE,0,3
PASCO,17:05,DESPISTE,0,0
LIMA,09:45,DESPISTE,1,4
HUANUCO,21:50,CHOQUE,0,0
PUNO,05:00,CHOQUE,1,0
ICA,10:50,CHOQUE,0,4
PUNO,18:00,CHOQUE,0,1
PUNO,08:10,DESPISTE,0,0
LIMA,06:55,CHOQUE,0,0
CAJAMARCA,06:15,CHOQUE,0,4
JUNIN,05:50,DESPISTE,0,1
JUNIN,15:30,DESPISTE,0,0
CAJAMARCA,09:30,DESPISTE,1,2
LIMA,10:14,CHOQUE,0,0
CAJAMARCA,12:35,ESPECIAL,0,0
TACNA,23:40,CHOQUE,1,1
ICA,15:30,DESPISTE,0,0
LA LIBERTAD,09:10,CHOQUE,0,1
CUSCO,09:50,CHOQUE,0,11
AREQUIPA,07:00,DESPISTE,0,8
LIMA,10:10,DESPISTE,0,0
UCAYALI,09:30,CHOQUE,0,1
LAMBAYEQUE,05:35,DESPISTE,0,2
AREQUIPA,10:00,CHOQUE,0,0
LIMA,00:30,CHOQUE,0,0
JUNIN,15:15,CHOQUE,0,0
CUSCO,11:28,ESPECIAL,0,0
AREQUIPA,17:00,DESPISTE,0,3
AMAZONAS,16:40,DESPISTE,0,1
AREQUIPA,10:30,CHOQUE,0,0
LAMBAYEQUE,07:16,DESPISTE,0,2
CUSCO,22:00,CHOQUE,0,3
AREQUIPA,21:00,DESPISTE,N.I.,N.I.
HUANUCO,11:00,VOLCADURA,1,0
LIMA,14:50,ESPECIAL,0,0
PUNO,15:00,DESPISTE,0,0
LIMA,19:50,DESPISTE,0,0
JUNIN,05:10,CHOQUE,1,4
APURIMAC,18:30,CHOQUE,0,2
PIURA,06:00,CHOQUE,1,0
LIMA,07:45,CHOQUE,0,9
LIMA,23:35,CHOQUE,0,1
JUNIN,21:50,ATROPELLO,0,2
LIMA,08:50,DESPISTE,0,2
LIMA,22:05,CHOQUE,0,0
HUANCAVELICA,03:00,CHOQUE,0,0
TACNA,07:20,DESPISTE,0,0
APURIMAC,16:10,DESPISTE,0,1
JUNIN,18:30,DESPISTE,0,7
ANCASH,06:55,DESPISTE,0,1
MADRE DE DIOS,10:20,ATROPELLO,0,2
ANCASH,15:40,DESPISTE,0,0
AREQUIPA,18:45,DESPISTE,0,0
PIURA,07:00,CHOQUE,0,4
ICA,18:15,CHOQUE,0,2
CAJAMARCA,19:50,ATROPELLO,0,0
AMAZONAS,23:00,VOLCADURA,0,2
LIMA,05:00,CHOQUE,0,0
TACNA,10:48,DESPISTE,0,0
JUNIN,12:35,DESPISTE,0,0
LIMA,18:35,ATROPELLO,0,1
LAMBAYEQUE,23:20,CHOQUE,0,0
CUSCO,22:50,CHOQUE,0,0
PUNO,01:53,ESPECIAL,0,0
PIURA,22:10,DESPISTE,0,1
SAN MARTIN,06:54,DESPISTE,0,2
SAN MARTIN,23:45,CHOQUE,0,3
CUSCO,20:45,DESPISTE,0,1
AREQUIPA,19:30,CHOQUE,0,2
TACNA,07:15,CHOQUE,0,0
PUNO,00:30,CHOQUE,1,0
TACNA,21:15,ATROPELLO,1,0
ANCASH,21:15,CHOQUE,0,3
HUANUCO,03:00,ESPECIAL,0,3
JUNIN,16:30,CHOQUE,0,3
JUNIN,05:38,ATROPELLO,1,0
JUNIN,00:30,DESPISTE,0,0
LIMA,09:25,DESPISTE,0,1
LIMA,09:35,CHOQUE,0,1
LIMA,15:00,DESPISTE,0,4
JUNIN,15:30,CHOQUE,1,0
AMAZONAS,23:30,CHOQUE,0,1
LIMA,16:40,CHOQUE,0,3
AREQUIPA,06:50,DESPISTE,0,2
AMAZONAS,07:30,DESPISTE,0,0
AMAZONAS,17:20,DESPISTE,0,0
APURIMAC,05:50,DESPISTE,0,0
ICA,13:00,DESPISTE,0,1
LAMBAYEQUE,23:00,CHOQUE,0,4
LIMA,06:44,CHOQUE,0,0
SAN MARTIN,17:20,CHOQUE,0,2
PIURA,20:30,CHOQUE,0,1
LIMA,21:20,DESPISTE,0,1
ANCASH,05:10,CHOQUE,0,2
UCAYALI,07:00,CHOQUE,0,2
PIURA,06:20,DESPISTE,0,0
LIMA,14:50,DESPISTE,0,1
CAJAMARCA,23:30,CHOQUE,0,1
LIMA,02:30,DESPISTE,0,0
UCAYALI,23:10,CHOQUE,0,1
ICA,03:30,ATROPELLO,1,1
HUANUCO,12:00,DESPISTE,0,1
AYACUCHO,16:00,DESPISTE,0,0
ANCASH,19:30,ATROPELLO,1,0
SAN MARTIN,11:30,DESPISTE,2,3
LA LIBERTAD,00:05,CHOQUE,0,15
LAMBAYEQUE,00:25,CHOQUE,0,1
AREQUIPA,01:30,CHOQUE,1,1
JUNIN,15:30,DESPISTE,0,3
LIMA,22:10,CHOQUE,0,1
JUNIN,10:30,CHOQUE,0,4
LIMA,15:15,DESPISTE,0,3
PIURA,08:30,CHOQUE,0,1
LAMBAYEQUE,21:00,ATROPELLO,0,1
LAMBAYEQUE,13:00,CHOQUE,0,0
MOQUEGUA,14:00,DESPISTE,0,0
LIMA,09:45,ATROPELLO,0,1
HUANUCO,07:20,DESPISTE,0,0
APURIMAC,07:10,DESPISTE,0,0
AREQUIPA,13:30,DESPISTE,0,4
PIURA,02:05,CHOQUE,0,1
CAJAMARCA,12:15,DESPISTE,0,1
JUNIN,16:17,DESPISTE,0,10
PUNO,12:05,DESPISTE,0,3
CAJAMARCA,15:00,DESPISTE,0,0
JUNIN,20:10,CHOQUE,0,0
ANCASH,15:45,CHOQUE,0,1
LA LIBERTAD,01:30,DESPISTE,0,2
AREQUIPA,18:00,DESPISTE,0,0
LAMBAYEQUE,13:40,DESPISTE,0,6
TACNA,18:50,CHOQUE,0,1
CAJAMARCA,17:35,ATROPELLO,0,1
LORETO,19:00,CHOQUE,0,2
AYACUCHO,05:10,DESPISTE,4,11
JUNIN,13:00,DESPISTE,0,0
TACNA,15:45,DESPISTE,0,2
LIMA,15:40,CHOQUE,0,0
LAMBAYEQUE,04:35,DESPISTE,0,3
LIMA,12:35,CHOQUE,0,0
LIMA,00:55,DESPISTE,0,2
ANCASH,04:50,DESPISTE,0,3
PIURA,12:00,DESPISTE,0,2
AMAZONAS,11:20,CHOQUE,0,2
AMAZONAS,09:20,CHOQUE,0,3
ANCASH,17:00,ESPECIAL,0,0
ANCASH,16:30,CHOQUE,0,1
SAN MARTIN,13:50,DESPISTE,0,3
CUSCO,14:00,DESPISTE,0,2
LIMA,03:15,CHOQUE,1,0
AREQUIPA,22:32,CHOQUE,0,1
SAN MARTIN,21:45,DESPISTE,0,0
CUSCO,06:00,CHOQUE,0,4
JUNIN,14:30,CHOQUE,0,0
PUNO,04:40,ESPECIAL,1,0
ICA,13:00,DESPISTE,0,0
ANCASH,14:50,DESPISTE,0,1
AYACUCHO,12:10,CHOQUE,0,0
AREQUIPA,17:50,CHOQUE,0,0
CUSCO,21:05,DESPISTE,0,0
TACNA,23:24,CHOQUE,0,4
JUNIN,06:13,DESPISTE,0,0
LIMA,22:05,ESPECIAL,0,0
LIMA,19:10,ESPECIAL,0,1
JUNIN,18:00,CHOQUE,0,6
ANCASH,00:10,DESPISTE,0,0
JUNIN,06:30,DESPISTE,0,0
AREQUIPA,03:55,CHOQUE,0,0
CUSCO,14:30,CHOQUE,0,0
JUNIN,16:13,DESPISTE,0,0
AREQUIPA,00:20,DESPISTE,0,0
ICA,06:30,DESPISTE,0,6
PUNO,12:00,DESPISTE,0,0
ANCASH,14:20,DESPISTE,0,0
LA LIBERTAD,16:30,DESPISTE,0,2
AREQUIPA,04:30,CHOQUE,0,1
MOQUEGUA,08:15,DESPISTE,0,2
PUNO,17:50,ATROPELLO,0,1
PUNO,14:30,CHOQUE,0,1
PUNO,21:00,CHOQUE,0,2
LIMA,16:30,DESPISTE,1,1
TACNA,18:20,DESPISTE,0,0
LORETO,21:00,ATROPELLO,0,1
LAMBAYEQUE,18:27,DESPISTE,0,0
ICA,23:00,DESPISTE,0,0
LIMA,15:45,DESPISTE,0,1
LAMBAYEQUE,04:47,DESPISTE,0,0
JUNIN,05:55,DESPISTE,0,0
LIMA,08:25,DESPISTE,0,1
LIMA,22:00,CHOQUE,0,1
CUSCO,15:30,DESPISTE,0,7
ANCASH,18:20,DESPISTE,0,3
ICA,03:30,CHOQUE,0,3
SAN MARTIN,12:40,CHOQUE,2,1
APURIMAC,09:00,CHOQUE,0,2
AREQUIPA,20:20,CHOQUE,0,1
PUNO,18:00,DESPISTE,0,1
PUNO,09:30,DESPISTE,0,1
LIMA,17:30,DESPISTE,0,1
LAMBAYEQUE,17:50,DESPISTE,0,0
APURIMAC,13:08,CHOQUE,0,0
MOQUEGUA,17:05,DESPISTE,0,2
PUNO,21:30,DESPISTE,0,0
MADRE DE DIOS,21:20,CHOQUE,0,0
ANCASH,13:30,DESPISTE,0,1
MADRE DE DIOS,01:20,CHOQUE,0,0
HUANUCO,15:10,CHOQUE,0,2
AREQUIPA,16:30,CHOQUE,2,8
AREQUIPA,06:30,DESPISTE,0,0
CUSCO,23:30,CHOQUE,0,0
PUNO,21:15,CHOQUE,0,1
ANCASH,13:10,CHOQUE,0,2
LAMBAYEQUE,23:00,CHOQUE,0,0
ANCASH,10:15,DESPISTE,0,7
AREQUIPA,15:30,CHOQUE,0,0
ICA,09:30,DESPISTE,1,0
JUNIN,15:30,DESPISTE,0,0
AREQUIPA,15:30,DESPISTE,0,0
AYACUCHO,17:20,CHOQUE,0,2
AYACUCHO,09:20,DESPISTE,0,4
SAN MARTIN,15:35,DESPISTE,0,0
LIMA,19:40,DESPISTE,0,5
JUNIN,13:35,DESPISTE,0,0
TACNA,17:45,ESPECIAL,1,0
AREQUIPA,18:00,DESPISTE,0,0
PASCO,10:40,CHOQUE,0,0
LIMA,00:53,DESPISTE,0,1
PUNO,18:30,CHOQUE,1,0
ICA,07:00,CHOQUE,0,2
TACNA,10:45,DESPISTE,0,1
ANCASH,15:55,DESPISTE,0,1
HUANUCO,10:40,DESPISTE,0,0
CUSCO,00:20,DESPISTE,0,8
HUANCAVELICA,04:00,DESPISTE,0,0
LIMA,06:25,ATROPELLO,1,0
AREQUIPA,07:40,DESPISTE,0,1
LIMA,06:35,DESPISTE,0,0
LIMA,22:20,ESPECIAL,0,0
